x	y	xmin	xmax	ymin	ymax	group
1	-0.578947368421053	0.947368421052632	1.05263157894737	-0.631578947368421	-0.526315789473684	100
-1	-0.473684210526316	-1.05263157894737	-0.947368421052632	-0.526315789473684	-0.421052631578947	101
-0.894736842105263	-0.473684210526316	-0.947368421052632	-0.842105263157895	-0.526315789473684	-0.421052631578947	102
-0.789473684210526	-0.473684210526316	-0.842105263157895	-0.736842105263158	-0.526315789473684	-0.421052631578947	103
-0.684210526315789	-0.473684210526316	-0.736842105263158	-0.631578947368421	-0.526315789473684	-0.421052631578947	104
-0.578947368421053	-0.473684210526316	-0.631578947368421	-0.526315789473684	-0.526315789473684	-0.421052631578947	105
-0.473684210526316	-0.473684210526316	-0.526315789473684	-0.421052631578947	-0.526315789473684	-0.421052631578947	106
-0.368421052631579	-0.473684210526316	-0.421052631578947	-0.315789473684211	-0.526315789473684	-0.421052631578947	107
-0.263157894736842	-0.473684210526316	-0.315789473684211	-0.210526315789474	-0.526315789473684	-0.421052631578947	108
-0.157894736842105	-0.473684210526316	-0.210526315789474	-0.105263157894737	-0.526315789473684	-0.421052631578947	109
-0.0526315789473685	-0.473684210526316	-0.105263157894737	-1.11022302462516e-16	-0.526315789473684	-0.421052631578947	110
0.0526315789473684	-0.473684210526316	0	0.105263157894737	-0.526315789473684	-0.421052631578947	111
0.157894736842105	-0.473684210526316	0.105263157894737	0.210526315789474	-0.526315789473684	-0.421052631578947	112
0.263157894736842	-0.473684210526316	0.210526315789474	0.31578947368421	-0.526315789473684	-0.421052631578947	113
0.368421052631579	-0.473684210526316	0.31578947368421	0.421052631578947	-0.526315789473684	-0.421052631578947	114
0.473684210526316	-0.473684210526316	0.421052631578947	0.526315789473684	-0.526315789473684	-0.421052631578947	115
0.578947368421053	-0.473684210526316	0.526315789473684	0.631578947368421	-0.526315789473684	-0.421052631578947	116
0.684210526315789	-0.473684210526316	0.631578947368421	0.736842105263158	-0.526315789473684	-0.421052631578947	117
0.789473684210526	-0.473684210526316	0.736842105263158	0.842105263157894	-0.526315789473684	-0.421052631578947	118
0.894736842105263	-0.473684210526316	0.842105263157895	0.947368421052631	-0.526315789473684	-0.421052631578947	119
1	-0.473684210526316	0.947368421052632	1.05263157894737	-0.526315789473684	-0.421052631578947	120
-1	-0.368421052631579	-1.05263157894737	-0.947368421052632	-0.421052631578947	-0.315789473684211	121
-0.894736842105263	-0.368421052631579	-0.947368421052632	-0.842105263157895	-0.421052631578947	-0.315789473684211	122
-0.789473684210526	-0.368421052631579	-0.842105263157895	-0.736842105263158	-0.421052631578947	-0.315789473684211	123
-0.684210526315789	-0.368421052631579	-0.736842105263158	-0.631578947368421	-0.421052631578947	-0.315789473684211	124
-0.578947368421053	-0.368421052631579	-0.631578947368421	-0.526315789473684	-0.421052631578947	-0.315789473684211	125
-0.473684210526316	-0.368421052631579	-0.526315789473684	-0.421052631578947	-0.421052631578947	-0.315789473684211	126
-0.368421052631579	-0.368421052631579	-0.421052631578947	-0.315789473684211	-0.421052631578947	-0.315789473684211	127
-0.263157894736842	-0.368421052631579	-0.315789473684211	-0.210526315789474	-0.421052631578947	-0.315789473684211	128
-0.157894736842105	-0.368421052631579	-0.210526315789474	-0.105263157894737	-0.421052631578947	-0.315789473684211	129
-0.0526315789473685	-0.368421052631579	-0.105263157894737	-1.11022302462516e-16	-0.421052631578947	-0.315789473684211	130
0.0526315789473684	-0.368421052631579	0	0.105263157894737	-0.421052631578947	-0.315789473684211	131
0.157894736842105	-0.368421052631579	0.105263157894737	0.210526315789474	-0.421052631578947	-0.315789473684211	132
0.263157894736842	-0.368421052631579	0.210526315789474	0.31578947368421	-0.421052631578947	-0.315789473684211	133
0.368421052631579	-0.368421052631579	0.31578947368421	0.421052631578947	-0.421052631578947	-0.315789473684211	134
0.473684210526316	-0.368421052631579	0.421052631578947	0.526315789473684	-0.421052631578947	-0.315789473684211	135
0.578947368421053	-0.368421052631579	0.526315789473684	0.631578947368421	-0.421052631578947	-0.315789473684211	136
0.684210526315789	-0.368421052631579	0.631578947368421	0.736842105263158	-0.421052631578947	-0.315789473684211	137
0.789473684210526	-0.368421052631579	0.736842105263158	0.842105263157894	-0.421052631578947	-0.315789473684211	138
0.894736842105263	-0.368421052631579	0.842105263157895	0.947368421052631	-0.421052631578947	-0.315789473684211	139
1	-0.368421052631579	0.947368421052632	1.05263157894737	-0.421052631578947	-0.315789473684211	140
-1	-0.263157894736842	-1.05263157894737	-0.947368421052632	-0.315789473684211	-0.210526315789474	141
-0.894736842105263	-0.263157894736842	-0.947368421052632	-0.842105263157895	-0.315789473684211	-0.210526315789474	142
-0.789473684210526	-0.263157894736842	-0.842105263157895	-0.736842105263158	-0.315789473684211	-0.210526315789474	143
-0.684210526315789	-0.263157894736842	-0.736842105263158	-0.631578947368421	-0.315789473684211	-0.210526315789474	144
-0.578947368421053	-0.263157894736842	-0.631578947368421	-0.526315789473684	-0.315789473684211	-0.210526315789474	145
-0.473684210526316	-0.263157894736842	-0.526315789473684	-0.421052631578947	-0.315789473684211	-0.210526315789474	146
-0.368421052631579	-0.263157894736842	-0.421052631578947	-0.315789473684211	-0.315789473684211	-0.210526315789474	147
-0.263157894736842	-0.263157894736842	-0.315789473684211	-0.210526315789474	-0.315789473684211	-0.210526315789474	148
-0.157894736842105	-0.263157894736842	-0.210526315789474	-0.105263157894737	-0.315789473684211	-0.210526315789474	149
-0.0526315789473685	-0.263157894736842	-0.105263157894737	-1.11022302462516e-16	-0.315789473684211	-0.210526315789474	150
0.0526315789473684	-0.263157894736842	0	0.105263157894737	-0.315789473684211	-0.210526315789474	151
0.157894736842105	-0.263157894736842	0.105263157894737	0.210526315789474	-0.315789473684211	-0.210526315789474	152
0.263157894736842	-0.263157894736842	0.210526315789474	0.31578947368421	-0.315789473684211	-0.210526315789474	153
0.368421052631579	-0.263157894736842	0.31578947368421	0.421052631578947	-0.315789473684211	-0.210526315789474	154
0.473684210526316	-0.263157894736842	0.421052631578947	0.526315789473684	-0.315789473684211	-0.210526315789474	155
0.578947368421053	-0.263157894736842	0.526315789473684	0.631578947368421	-0.315789473684211	-0.210526315789474	156
0.684210526315789	-0.263157894736842	0.631578947368421	0.736842105263158	-0.315789473684211	-0.210526315789474	157
0.789473684210526	-0.263157894736842	0.736842105263158	0.842105263157894	-0.315789473684211	-0.210526315789474	158
0.894736842105263	-0.263157894736842	0.842105263157895	0.947368421052631	-0.315789473684211	-0.210526315789474	159
1	-0.263157894736842	0.947368421052632	1.05263157894737	-0.315789473684211	-0.210526315789474	160
-1	-0.157894736842105	-1.05263157894737	-0.947368421052632	-0.210526315789474	-0.105263157894737	161
-0.894736842105263	-0.157894736842105	-0.947368421052632	-0.842105263157895	-0.210526315789474	-0.105263157894737	162
-0.789473684210526	-0.157894736842105	-0.842105263157895	-0.736842105263158	-0.210526315789474	-0.105263157894737	163
-0.684210526315789	-0.157894736842105	-0.736842105263158	-0.631578947368421	-0.210526315789474	-0.105263157894737	164
-0.578947368421053	-0.157894736842105	-0.631578947368421	-0.526315789473684	-0.210526315789474	-0.105263157894737	165
-0.473684210526316	-0.157894736842105	-0.526315789473684	-0.421052631578947	-0.210526315789474	-0.105263157894737	166
-0.368421052631579	-0.157894736842105	-0.421052631578947	-0.315789473684211	-0.210526315789474	-0.105263157894737	167
-0.263157894736842	-0.157894736842105	-0.315789473684211	-0.210526315789474	-0.210526315789474	-0.105263157894737	168
-0.157894736842105	-0.157894736842105	-0.210526315789474	-0.105263157894737	-0.210526315789474	-0.105263157894737	169
-0.0526315789473685	-0.157894736842105	-0.105263157894737	-1.11022302462516e-16	-0.210526315789474	-0.105263157894737	170
0.0526315789473684	-0.157894736842105	0	0.105263157894737	-0.210526315789474	-0.105263157894737	171
0.157894736842105	-0.157894736842105	0.105263157894737	0.210526315789474	-0.210526315789474	-0.105263157894737	172
0.263157894736842	-0.157894736842105	0.210526315789474	0.31578947368421	-0.210526315789474	-0.105263157894737	173
0.368421052631579	-0.157894736842105	0.31578947368421	0.421052631578947	-0.210526315789474	-0.105263157894737	174
0.473684210526316	-0.157894736842105	0.421052631578947	0.526315789473684	-0.210526315789474	-0.105263157894737	175
0.578947368421053	-0.157894736842105	0.526315789473684	0.631578947368421	-0.210526315789474	-0.105263157894737	176
0.684210526315789	-0.157894736842105	0.631578947368421	0.736842105263158	-0.210526315789474	-0.105263157894737	177
0.789473684210526	-0.157894736842105	0.736842105263158	0.842105263157894	-0.210526315789474	-0.105263157894737	178
0.894736842105263	-0.157894736842105	0.842105263157895	0.947368421052631	-0.210526315789474	-0.105263157894737	179
1	-0.157894736842105	0.947368421052632	1.05263157894737	-0.210526315789474	-0.105263157894737	180
-1	-0.0526315789473685	-1.05263157894737	-0.947368421052632	-0.105263157894737	-1.11022302462516e-16	181
-0.894736842105263	-0.0526315789473685	-0.947368421052632	-0.842105263157895	-0.105263157894737	-1.11022302462516e-16	182
-0.789473684210526	-0.0526315789473685	-0.842105263157895	-0.736842105263158	-0.105263157894737	-1.11022302462516e-16	183
-0.684210526315789	-0.0526315789473685	-0.736842105263158	-0.631578947368421	-0.105263157894737	-1.11022302462516e-16	184
-0.578947368421053	-0.0526315789473685	-0.631578947368421	-0.526315789473684	-0.105263157894737	-1.11022302462516e-16	185
-0.473684210526316	-0.0526315789473685	-0.526315789473684	-0.421052631578947	-0.105263157894737	-1.11022302462516e-16	186
-0.368421052631579	-0.0526315789473685	-0.421052631578947	-0.315789473684211	-0.105263157894737	-1.11022302462516e-16	187
-0.263157894736842	-0.0526315789473685	-0.315789473684211	-0.210526315789474	-0.105263157894737	-1.11022302462516e-16	188
-0.157894736842105	-0.0526315789473685	-0.210526315789474	-0.105263157894737	-0.105263157894737	-1.11022302462516e-16	189
-0.0526315789473685	-0.0526315789473685	-0.105263157894737	-1.11022302462516e-16	-0.105263157894737	-1.11022302462516e-16	190
0.0526315789473684	-0.0526315789473685	0	0.105263157894737	-0.105263157894737	-1.11022302462516e-16	191
0.157894736842105	-0.0526315789473685	0.105263157894737	0.210526315789474	-0.105263157894737	-1.11022302462516e-16	192
0.263157894736842	-0.0526315789473685	0.210526315789474	0.31578947368421	-0.105263157894737	-1.11022302462516e-16	193
0.368421052631579	-0.0526315789473685	0.31578947368421	0.421052631578947	-0.105263157894737	-1.11022302462516e-16	194
0.473684210526316	-0.0526315789473685	0.421052631578947	0.526315789473684	-0.105263157894737	-1.11022302462516e-16	195
0.578947368421053	-0.0526315789473685	0.526315789473684	0.631578947368421	-0.105263157894737	-1.11022302462516e-16	196
0.684210526315789	-0.0526315789473685	0.631578947368421	0.736842105263158	-0.105263157894737	-1.11022302462516e-16	197
0.789473684210526	-0.0526315789473685	0.736842105263158	0.842105263157894	-0.105263157894737	-1.11022302462516e-16	198
0.894736842105263	-0.0526315789473685	0.842105263157895	0.947368421052631	-0.105263157894737	-1.11022302462516e-16	199
1	-0.0526315789473685	0.947368421052632	1.05263157894737	-0.105263157894737	-1.11022302462516e-16	200
-1	0.0526315789473684	-1.05263157894737	-0.947368421052632	0	0.105263157894737	201
-0.894736842105263	0.0526315789473684	-0.947368421052632	-0.842105263157895	0	0.105263157894737	202
-0.789473684210526	0.0526315789473684	-0.842105263157895	-0.736842105263158	0	0.105263157894737	203
-0.684210526315789	0.0526315789473684	-0.736842105263158	-0.631578947368421	0	0.105263157894737	204
-0.578947368421053	0.0526315789473684	-0.631578947368421	-0.526315789473684	0	0.105263157894737	205
-0.473684210526316	0.0526315789473684	-0.526315789473684	-0.421052631578947	0	0.105263157894737	206
-0.368421052631579	0.0526315789473684	-0.421052631578947	-0.315789473684211	0	0.105263157894737	207
-0.263157894736842	0.0526315789473684	-0.315789473684211	-0.210526315789474	0	0.105263157894737	208
-0.157894736842105	0.0526315789473684	-0.210526315789474	-0.105263157894737	0	0.105263157894737	209
-0.0526315789473685	0.0526315789473684	-0.105263157894737	-1.11022302462516e-16	0	0.105263157894737	210
0.0526315789473684	0.0526315789473684	0	0.105263157894737	0	0.105263157894737	211
0.157894736842105	0.0526315789473684	0.105263157894737	0.210526315789474	0	0.105263157894737	212
0.263157894736842	0.0526315789473684	0.210526315789474	0.31578947368421	0	0.105263157894737	213
0.368421052631579	0.0526315789473684	0.31578947368421	0.421052631578947	0	0.105263157894737	214
0.473684210526316	0.0526315789473684	0.421052631578947	0.526315789473684	0	0.105263157894737	215
0.578947368421053	0.0526315789473684	0.526315789473684	0.631578947368421	0	0.105263157894737	216
0.684210526315789	0.0526315789473684	0.631578947368421	0.736842105263158	0	0.105263157894737	217
0.789473684210526	0.0526315789473684	0.736842105263158	0.842105263157894	0	0.105263157894737	218
0.894736842105263	0.0526315789473684	0.842105263157895	0.947368421052631	0	0.105263157894737	219
1	0.0526315789473684	0.947368421052632	1.05263157894737	0	0.105263157894737	220
-1	0.157894736842105	-1.05263157894737	-0.947368421052632	0.105263157894737	0.210526315789474	221
-0.894736842105263	0.157894736842105	-0.947368421052632	-0.842105263157895	0.105263157894737	0.210526315789474	222
-0.789473684210526	0.157894736842105	-0.842105263157895	-0.736842105263158	0.105263157894737	0.210526315789474	223
-0.684210526315789	0.157894736842105	-0.736842105263158	-0.631578947368421	0.105263157894737	0.210526315789474	224
-0.578947368421053	0.157894736842105	-0.631578947368421	-0.526315789473684	0.105263157894737	0.210526315789474	225
-0.473684210526316	0.157894736842105	-0.526315789473684	-0.421052631578947	0.105263157894737	0.210526315789474	226
-0.368421052631579	0.157894736842105	-0.421052631578947	-0.315789473684211	0.105263157894737	0.210526315789474	227
-0.263157894736842	0.157894736842105	-0.315789473684211	-0.210526315789474	0.105263157894737	0.210526315789474	228
-0.157894736842105	0.157894736842105	-0.210526315789474	-0.105263157894737	0.105263157894737	0.210526315789474	229
-0.0526315789473685	0.157894736842105	-0.105263157894737	-1.11022302462516e-16	0.105263157894737	0.210526315789474	230
0.0526315789473684	0.157894736842105	0	0.105263157894737	0.105263157894737	0.210526315789474	231
0.157894736842105	0.157894736842105	0.105263157894737	0.210526315789474	0.105263157894737	0.210526315789474	232
0.263157894736842	0.157894736842105	0.210526315789474	0.31578947368421	0.105263157894737	0.210526315789474	233
0.368421052631579	0.157894736842105	0.31578947368421	0.421052631578947	0.105263157894737	0.210526315789474	234
0.473684210526316	0.157894736842105	0.421052631578947	0.526315789473684	0.105263157894737	0.210526315789474	235
0.578947368421053	0.157894736842105	0.526315789473684	0.631578947368421	0.105263157894737	0.210526315789474	236
0.684210526315789	0.157894736842105	0.631578947368421	0.736842105263158	0.105263157894737	0.210526315789474	237
0.789473684210526	0.157894736842105	0.736842105263158	0.842105263157894	0.105263157894737	0.210526315789474	238
0.894736842105263	0.157894736842105	0.842105263157895	0.947368421052631	0.105263157894737	0.210526315789474	239
1	0.157894736842105	0.947368421052632	1.05263157894737	0.105263157894737	0.210526315789474	240
-1	0.263157894736842	-1.05263157894737	-0.947368421052632	0.210526315789474	0.31578947368421	241
-0.894736842105263	0.263157894736842	-0.947368421052632	-0.842105263157895	0.210526315789474	0.31578947368421	242
-0.789473684210526	0.263157894736842	-0.842105263157895	-0.736842105263158	0.210526315789474	0.31578947368421	243
-0.684210526315789	0.263157894736842	-0.736842105263158	-0.631578947368421	0.210526315789474	0.31578947368421	244
-0.578947368421053	0.263157894736842	-0.631578947368421	-0.526315789473684	0.210526315789474	0.31578947368421	245
-0.473684210526316	0.263157894736842	-0.526315789473684	-0.421052631578947	0.210526315789474	0.31578947368421	246
-0.368421052631579	0.263157894736842	-0.421052631578947	-0.315789473684211	0.210526315789474	0.31578947368421	247
-0.263157894736842	0.263157894736842	-0.315789473684211	-0.210526315789474	0.210526315789474	0.31578947368421	248
-0.157894736842105	0.263157894736842	-0.210526315789474	-0.105263157894737	0.210526315789474	0.31578947368421	249
-0.0526315789473685	0.263157894736842	-0.105263157894737	-1.11022302462516e-16	0.210526315789474	0.31578947368421	250
0.0526315789473684	0.263157894736842	0	0.105263157894737	0.210526315789474	0.31578947368421	251
0.157894736842105	0.263157894736842	0.105263157894737	0.210526315789474	0.210526315789474	0.31578947368421	252
0.263157894736842	0.263157894736842	0.210526315789474	0.31578947368421	0.210526315789474	0.31578947368421	253
0.368421052631579	0.263157894736842	0.31578947368421	0.421052631578947	0.210526315789474	0.31578947368421	254
0.473684210526316	0.263157894736842	0.421052631578947	0.526315789473684	0.210526315789474	0.31578947368421	255
0.578947368421053	0.263157894736842	0.526315789473684	0.631578947368421	0.210526315789474	0.31578947368421	256
0.684210526315789	0.263157894736842	0.631578947368421	0.736842105263158	0.210526315789474	0.31578947368421	257
0.789473684210526	0.263157894736842	0.736842105263158	0.842105263157894	0.210526315789474	0.31578947368421	258
0.894736842105263	0.263157894736842	0.842105263157895	0.947368421052631	0.210526315789474	0.31578947368421	259
1	0.263157894736842	0.947368421052632	1.05263157894737	0.210526315789474	0.31578947368421	260
-1	0.368421052631579	-1.05263157894737	-0.947368421052632	0.31578947368421	0.421052631578947	261
-0.894736842105263	0.368421052631579	-0.947368421052632	-0.842105263157895	0.31578947368421	0.421052631578947	262
-0.789473684210526	0.368421052631579	-0.842105263157895	-0.736842105263158	0.31578947368421	0.421052631578947	263
-0.684210526315789	0.368421052631579	-0.736842105263158	-0.631578947368421	0.31578947368421	0.421052631578947	264
-0.578947368421053	0.368421052631579	-0.631578947368421	-0.526315789473684	0.31578947368421	0.421052631578947	265
