x	y	xmin	xmax	ymin	ymax	group
-1	-1	-1.05263157894737	-0.947368421052632	-1.05263157894737	-0.947368421052632	1
-0.894736842105263	-1	-0.947368421052632	-0.842105263157895	-1.05263157894737	-0.947368421052632	2
-0.789473684210526	-1	-0.842105263157895	-0.736842105263158	-1.05263157894737	-0.947368421052632	3
-0.684210526315789	-1	-0.736842105263158	-0.631578947368421	-1.05263157894737	-0.947368421052632	4
-0.578947368421053	-1	-0.631578947368421	-0.526315789473684	-1.05263157894737	-0.947368421052632	5
-0.473684210526316	-1	-0.526315789473684	-0.421052631578947	-1.05263157894737	-0.947368421052632	6
-0.368421052631579	-1	-0.421052631578947	-0.315789473684211	-1.05263157894737	-0.947368421052632	7
-0.263157894736842	-1	-0.315789473684211	-0.210526315789474	-1.05263157894737	-0.947368421052632	8
-0.157894736842105	-1	-0.210526315789474	-0.105263157894737	-1.05263157894737	-0.947368421052632	9
-0.0526315789473685	-1	-0.105263157894737	-1.11022302462516e-16	-1.05263157894737	-0.947368421052632	10
0.0526315789473684	-1	0	0.105263157894737	-1.05263157894737	-0.947368421052632	11
0.157894736842105	-1	0.105263157894737	0.210526315789474	-1.05263157894737	-0.947368421052632	12
0.263157894736842	-1	0.210526315789474	0.31578947368421	-1.05263157894737	-0.947368421052632	13
0.368421052631579	-1	0.31578947368421	0.421052631578947	-1.05263157894737	-0.947368421052632	14
0.473684210526316	-1	0.421052631578947	0.526315789473684	-1.05263157894737	-0.947368421052632	15
0.578947368421053	-1	0.526315789473684	0.631578947368421	-1.05263157894737	-0.947368421052632	16
0.684210526315789	-1	0.631578947368421	0.736842105263158	-1.05263157894737	-0.947368421052632	17
0.789473684210526	-1	0.736842105263158	0.842105263157894	-1.05263157894737	-0.947368421052632	18
0.894736842105263	-1	0.842105263157895	0.947368421052631	-1.05263157894737	-0.947368421052632	19
1	-1	0.947368421052632	1.05263157894737	-1.05263157894737	-0.947368421052632	20
-1	-0.894736842105263	-1.05263157894737	-0.947368421052632	-0.947368421052632	-0.842105263157895	21
-0.894736842105263	-0.894736842105263	-0.947368421052632	-0.842105263157895	-0.947368421052632	-0.842105263157895	22
-0.789473684210526	-0.894736842105263	-0.842105263157895	-0.736842105263158	-0.947368421052632	-0.842105263157895	23
-0.684210526315789	-0.894736842105263	-0.736842105263158	-0.631578947368421	-0.947368421052632	-0.842105263157895	24
-0.578947368421053	-0.894736842105263	-0.631578947368421	-0.526315789473684	-0.947368421052632	-0.842105263157895	25
-0.473684210526316	-0.894736842105263	-0.526315789473684	-0.421052631578947	-0.947368421052632	-0.842105263157895	26
-0.368421052631579	-0.894736842105263	-0.421052631578947	-0.315789473684211	-0.947368421052632	-0.842105263157895	27
-0.263157894736842	-0.894736842105263	-0.315789473684211	-0.210526315789474	-0.947368421052632	-0.842105263157895	28
-0.157894736842105	-0.894736842105263	-0.210526315789474	-0.105263157894737	-0.947368421052632	-0.842105263157895	29
-0.0526315789473685	-0.894736842105263	-0.105263157894737	-1.11022302462516e-16	-0.947368421052632	-0.842105263157895	30
0.0526315789473684	-0.894736842105263	0	0.105263157894737	-0.947368421052632	-0.842105263157895	31
0.157894736842105	-0.894736842105263	0.105263157894737	0.210526315789474	-0.947368421052632	-0.842105263157895	32
0.263157894736842	-0.894736842105263	0.210526315789474	0.31578947368421	-0.947368421052632	-0.842105263157895	33
0.368421052631579	-0.894736842105263	0.31578947368421	0.421052631578947	-0.947368421052632	-0.842105263157895	34
0.473684210526316	-0.894736842105263	0.421052631578947	0.526315789473684	-0.947368421052632	-0.842105263157895	35
0.578947368421053	-0.894736842105263	0.526315789473684	0.631578947368421	-0.947368421052632	-0.842105263157895	36
0.684210526315789	-0.894736842105263	0.631578947368421	0.736842105263158	-0.947368421052632	-0.842105263157895	37
0.789473684210526	-0.894736842105263	0.736842105263158	0.842105263157894	-0.947368421052632	-0.842105263157895	38
0.894736842105263	-0.894736842105263	0.842105263157895	0.947368421052631	-0.947368421052632	-0.842105263157895	39
1	-0.894736842105263	0.947368421052632	1.05263157894737	-0.947368421052632	-0.842105263157895	40
-1	-0.789473684210526	-1.05263157894737	-0.947368421052632	-0.842105263157895	-0.736842105263158	41
-0.894736842105263	-0.789473684210526	-0.947368421052632	-0.842105263157895	-0.842105263157895	-0.736842105263158	42
-0.789473684210526	-0.789473684210526	-0.842105263157895	-0.736842105263158	-0.842105263157895	-0.736842105263158	43
-0.684210526315789	-0.789473684210526	-0.736842105263158	-0.631578947368421	-0.842105263157895	-0.736842105263158	44
-0.578947368421053	-0.789473684210526	-0.631578947368421	-0.526315789473684	-0.842105263157895	-0.736842105263158	45
-0.473684210526316	-0.789473684210526	-0.526315789473684	-0.421052631578947	-0.842105263157895	-0.736842105263158	46
-0.368421052631579	-0.789473684210526	-0.421052631578947	-0.315789473684211	-0.842105263157895	-0.736842105263158	47
-0.263157894736842	-0.789473684210526	-0.315789473684211	-0.210526315789474	-0.842105263157895	-0.736842105263158	48
-0.157894736842105	-0.789473684210526	-0.210526315789474	-0.105263157894737	-0.842105263157895	-0.736842105263158	49
-0.0526315789473685	-0.789473684210526	-0.105263157894737	-1.11022302462516e-16	-0.842105263157895	-0.736842105263158	50
0.0526315789473684	-0.789473684210526	0	0.105263157894737	-0.842105263157895	-0.736842105263158	51
0.157894736842105	-0.789473684210526	0.105263157894737	0.210526315789474	-0.842105263157895	-0.736842105263158	52
0.263157894736842	-0.789473684210526	0.210526315789474	0.31578947368421	-0.842105263157895	-0.736842105263158	53
0.368421052631579	-0.789473684210526	0.31578947368421	0.421052631578947	-0.842105263157895	-0.736842105263158	54
0.473684210526316	-0.789473684210526	0.421052631578947	0.526315789473684	-0.842105263157895	-0.736842105263158	55
0.578947368421053	-0.789473684210526	0.526315789473684	0.631578947368421	-0.842105263157895	-0.736842105263158	56
0.684210526315789	-0.789473684210526	0.631578947368421	0.736842105263158	-0.842105263157895	-0.736842105263158	57
0.789473684210526	-0.789473684210526	0.736842105263158	0.842105263157894	-0.842105263157895	-0.736842105263158	58
0.894736842105263	-0.789473684210526	0.842105263157895	0.947368421052631	-0.842105263157895	-0.736842105263158	59
1	-0.789473684210526	0.947368421052632	1.05263157894737	-0.842105263157895	-0.736842105263158	60
-1	-0.684210526315789	-1.05263157894737	-0.947368421052632	-0.736842105263158	-0.631578947368421	61
-0.894736842105263	-0.684210526315789	-0.947368421052632	-0.842105263157895	-0.736842105263158	-0.631578947368421	62
-0.789473684210526	-0.684210526315789	-0.842105263157895	-0.736842105263158	-0.736842105263158	-0.631578947368421	63
-0.684210526315789	-0.684210526315789	-0.736842105263158	-0.631578947368421	-0.736842105263158	-0.631578947368421	64
-0.578947368421053	-0.684210526315789	-0.631578947368421	-0.526315789473684	-0.736842105263158	-0.631578947368421	65
-0.473684210526316	-0.684210526315789	-0.526315789473684	-0.421052631578947	-0.736842105263158	-0.631578947368421	66
-0.368421052631579	-0.684210526315789	-0.421052631578947	-0.315789473684211	-0.736842105263158	-0.631578947368421	67
-0.263157894736842	-0.684210526315789	-0.315789473684211	-0.210526315789474	-0.736842105263158	-0.631578947368421	68
-0.157894736842105	-0.684210526315789	-0.210526315789474	-0.105263157894737	-0.736842105263158	-0.631578947368421	69
-0.0526315789473685	-0.684210526315789	-0.105263157894737	-1.11022302462516e-16	-0.736842105263158	-0.631578947368421	70
0.0526315789473684	-0.684210526315789	0	0.105263157894737	-0.736842105263158	-0.631578947368421	71
0.157894736842105	-0.684210526315789	0.105263157894737	0.210526315789474	-0.736842105263158	-0.631578947368421	72
0.263157894736842	-0.684210526315789	0.210526315789474	0.31578947368421	-0.736842105263158	-0.631578947368421	73
0.368421052631579	-0.684210526315789	0.31578947368421	0.421052631578947	-0.736842105263158	-0.631578947368421	74
0.473684210526316	-0.684210526315789	0.421052631578947	0.526315789473684	-0.736842105263158	-0.631578947368421	75
0.578947368421053	-0.684210526315789	0.526315789473684	0.631578947368421	-0.736842105263158	-0.631578947368421	76
0.684210526315789	-0.684210526315789	0.631578947368421	0.736842105263158	-0.736842105263158	-0.631578947368421	77
0.789473684210526	-0.684210526315789	0.736842105263158	0.842105263157894	-0.736842105263158	-0.631578947368421	78
0.894736842105263	-0.684210526315789	0.842105263157895	0.947368421052631	-0.736842105263158	-0.631578947368421	79
1	-0.684210526315789	0.947368421052632	1.05263157894737	-0.736842105263158	-0.631578947368421	80
-1	-0.578947368421053	-1.05263157894737	-0.947368421052632	-0.631578947368421	-0.526315789473684	81
-0.894736842105263	-0.578947368421053	-0.947368421052632	-0.842105263157895	-0.631578947368421	-0.526315789473684	82
-0.789473684210526	-0.578947368421053	-0.842105263157895	-0.736842105263158	-0.631578947368421	-0.526315789473684	83
-0.684210526315789	-0.578947368421053	-0.736842105263158	-0.631578947368421	-0.631578947368421	-0.526315789473684	84
-0.578947368421053	-0.578947368421053	-0.631578947368421	-0.526315789473684	-0.631578947368421	-0.526315789473684	85
-0.473684210526316	-0.578947368421053	-0.526315789473684	-0.421052631578947	-0.631578947368421	-0.526315789473684	86
-0.368421052631579	-0.578947368421053	-0.421052631578947	-0.315789473684211	-0.631578947368421	-0.526315789473684	87
-0.263157894736842	-0.578947368421053	-0.315789473684211	-0.210526315789474	-0.631578947368421	-0.526315789473684	88
-0.157894736842105	-0.578947368421053	-0.210526315789474	-0.105263157894737	-0.631578947368421	-0.526315789473684	89
-0.0526315789473685	-0.578947368421053	-0.105263157894737	-1.11022302462516e-16	-0.631578947368421	-0.526315789473684	90
0.0526315789473684	-0.578947368421053	0	0.105263157894737	-0.631578947368421	-0.526315789473684	91
0.157894736842105	-0.578947368421053	0.105263157894737	0.210526315789474	-0.631578947368421	-0.526315789473684	92
0.263157894736842	-0.578947368421053	0.210526315789474	0.31578947368421	-0.631578947368421	-0.526315789473684	93
0.368421052631579	-0.578947368421053	0.31578947368421	0.421052631578947	-0.631578947368421	-0.526315789473684	94
0.473684210526316	-0.578947368421053	0.421052631578947	0.526315789473684	-0.631578947368421	-0.526315789473684	95
0.578947368421053	-0.578947368421053	0.526315789473684	0.631578947368421	-0.631578947368421	-0.526315789473684	96
0.684210526315789	-0.578947368421053	0.631578947368421	0.736842105263158	-0.631578947368421	-0.526315789473684	97
0.789473684210526	-0.578947368421053	0.736842105263158	0.842105263157894	-0.631578947368421	-0.526315789473684	98
0.894736842105263	-0.578947368421053	0.842105263157895	0.947368421052631	-0.631578947368421	-0.526315789473684	99
